1622764800,39249.9,39285.7,35555.8,36829.3
1622851200,36829.3,37962.4,34800,35514.6
1622937600,35514.6,36465.9,35230.4,35798.1
1623024000,35798,36800,33301.3,33560
1623110400,33560,34061.3,31000,33379.8
1623196800,33379.8,37534.7,32393.9,37377
1623283200,37386.3,38451.5,35800,36673
1623369600,36673,37680.4,35926.2,37337.6
1623456000,37332.6,37453.7,34625.5,35573.4
1623542400,35553.3,39375,34761.7,39018.7
1623628800,39015.3,41029,38737.2,40543
1623715200,40543.1,41355.3,39525,40156.7
1623801600,40154.6,40496.1,38105.2,38347.2
1623888000,38356,39571.9,37366.3,38091.2
1623974400,38094.7,38194.5,35117.3,35823
1624060800,35822.9,36492.7,34811,35478.5
1624147200,35479.6,36191.3,33335,35600.5
1624233600,35603.2,35742.5,31251.6,31614.1
1624320000,31614,33290.2,28801.8,32505.1
1624406400,32505,34839.8,31709,33675
1624492800,33676.1,35301.4,32306.2,34657.9
1624579200,34658,35499.9,31276.1,31588.1
1624665600,31588.1,32720.9,30153,32283.7
1624752000,32283.7,34752.4,32001.2,34704.4
1624838400,34703.8,35291.5,33857.4,34490.7
1624924800,34490.8,36595.2,34234.4,35908.9
1625011200,35906.6,36099.6,34022.7,35045.4
1625097600,35045.4,35056.5,32711,33500.1
1625184000,33500,33988.2,32700.8,33791.4
1625270400,33791.5,34942.6,33324,34675.2
1625356800,34675.2,35966.8,34349.9,35273.7
1625443200,35279.8,35283.7,33130.7,33683.7
1625529600,33683.7,35100,33510,34228.5
1625616000,34227.1,35057.3,33777.2,33862.8
1625702400,33862.7,33922.7,32085.5,32875.7
1625788800,32872.8,34100,32265,33816.4
1625875200,33815.5,34260.9,33037,33510
1625961600,33510,34611.3,33318.5,34263.5
1626048000,34263.5,34702.9,32630.4,33089.4
1626134400,33089,33341,32195,32725.2
1626220800,32725.2,33170,31575.4,32819.3
1626307200,32819.3,33184,31150,31868.5
1626393600,31877.8,32246.9,31026,31389.1
1626480000,31383.4,31950.9,31173.6,31520.2
1626566400,31520.2,32447,31112,31778.1
1626652800,31778.2,31893,30400,30833.3
1626739200,30833.4,31056.4,29272,29782.5
1626825600,29783.6,32844.8,29481.8,32144
1626912000,32144.1,32600,31717,32289.7
1626998400,32289.8,33640,31964,33634.7
1627084800,33634.7,34494.6,33399.9,34256.7
1627171200,34256.7,35400,33848.3,35388.4
1627257600,35385.1,40569.7,35208,37242.9
1627344000,37242,39554,36345,39465.5
1627430400,39465.6,40893,38746.8,40015.5
1627516800,40016.1,40648.9,39255,40022.4
1627603200,40022.4,42308.9,38320,42217.2
1627689600,42202.9,42423.4,41026.4,41464
1627776000,41464,42581.7,39390.1,39852.1
1627862400,39852.1,40468.6,38689,39147.8
1627948800,39147.8,39774,37653.6,38201.7
1628035200,38201.6,39959.4,37500,39719.8
1628121600,39725.3,41350,37304.2,40864.4
1628208000,40864.5,43376.7,39856.1,42839.6
1628294400,42839.5,44707.3,42411,44574.4
1628380800,44574.9,45317.9,43265.5,43792.8
1628467200,43792.5,46457,42780,46269
1628553600,46263.7,46707.6,44632,45581.3
1628640000,45581.5,46740,45337.8,45520.8
1628726400,45520.4,46209,43750,44415.2
1628812800,44411.3,47891,44222.3,47807.7
1628899200,47807.7,48151.3,45969.2,47071.4
1628985600,47071.4,47377.6,45486.7,46980.4
1629072000,46980.5,48045,45627.7,45887
1629158400,45887,47172.9,44390.7,44684.3
1629244800,44684.4,46015.3,44206.8,44708.3
1629331200,44708.3,47049.2,43925.6,46765.7
1629417600,46765.6,49400.4,46632.5,49319.4
1629504000,49319.9,49776.4,48195.9,48821.3
1629590400,48821.3,49490,48034,49237.4
1629676800,49232.9,50531.2,49002.8,49478.2
1629763200,49481.7,49897.1,47567,47662.5
1629849600,47662.5,49250,47130,48983.2
1629936000,48983.3,49342.3,46275,46829.5
1630022400,46829.4,49164,46344.1,49054.1
1630108800,49053.7,49286,48350,48890
1630195200,48892,49634.8,47750,48763.2
1630281600,48763.2,48869.4,46833.1,46981
1630368000,46981,48248.9,46688.9,47095.5
1630454400,47095.5,49125,46503.8,48815.3
1630540800,48815.3,50380.8,48595,49248.9
1630627200,49248.8,51027,48322.5,50011
1630713600,50010.9,50548.5,49368,49902.6
1630800000,49902.8,51885.2,49460.9,51768
1630886400,51768,52827.3,50969.3,52667.2
1630972800,52667.2,52920,42478.9,46861.7
1631059200,46864,47338.5,44408,46048.1
1631145600,46047.6,47392,45488.6,46393.1
1631232000,46393,47032,44119.1,44850.3
1631318400,44850.4,45984,44728,45170.5
1631404800,45170.5,46443,44738.1,46025.5
1631491200,46025.5,46852.2,43375,44938.3
1631577600,44938.3,47245.4,44645,47108.8
1631664000,47108.1,48444.2,46693,48124.3
1631750400,48124.3,48520,47012.4,47738.6
1631836800,47738.6,48139.1,46750.6,47300.3
1631923200,47300.3,48800,47030,48294
1632009600,48294,48366.5,46816.2,47242.5
1632096000,47242.4,47353.6,42470.5,43018.6
1632182400,43010.4,43648,39571,40730.4
1632268800,40730.3,44000,40568,43556.4
1632355200,43550.7,44978.2,43064.1,44865.7
1632441600,44865.6,45144.1,40683,42803.9
1632528000,42803.8,42969.9,41631.2,42676.6
1632614400,42676.5,43930,40751,43170.6
1632700800,43170.6,44357.1,42090.6,42137
1632787200,42137.1,42762.2,40875,41018.9
1632873600,41018.9,42593,40752.1,41536.9
1632960000,41529.8,44123,41413,43817.2
1633046400,43819.1,48466.6,43293.6,48144.5
1633132800,48148.8,48333,47436.1,47631.6
1633219200,47631.6,49219.4,47099.9,48204.2
1633305600,48204.2,49500,46909,49223.7
1633392000,49223.7,51887,49034.7,51462.3
1633478400,51462.3,55770.5,50386.1,55314.7
1633564800,55314.7,55329.4,53376.8,53778.6
1633651200,53778.6,56138.6,53613,53949.7
1633737600,53949.7,55500,53650,54947.7
1633824000,54948.5,56505.5,54095,54663.6
1633910400,54663.6,57840,54414.4,57471.9
1633996800,57471.9,57670,53889,56004.5
1634083200,56001.1,57764.4,54222.5,57367.2
1634169600,57367.2,58529.9,56795,57344.9
1634256000,57344.8,62947.4,56861.8,61673.9
1634342400,61673.4,62358,60154.4,60878.4
1634428800,60878.5,61701,58977,61526.2
1634515200,61526.2,62694,59868.3,62027.8
1634601600,62027.7,64472.4,61324.6,64285.4
1634688000,64285.4,66985.9,63500,66007.2
1634774400,66007.2,66663.4,62015.3,62210.1
1634860800,62210,63734.9,60011,60699
1634947200,60698.6,61748,59611,61296.2
1635033600,61296.2,61487.6,59517.2,60854
1635120000,60853.9,63710.7,60658.1,63082.8
1635206400,63082.9,63287.1,59850,60329.6
1635292800,60330.2,61488.2,57963,58408.2
1635379200,58408.2,62509,57820,60590.7
1635465600,60590.7,62961.9,60193,62253.3
1635552000,62253.2,62368,60644,61855.9
1635638400,61855.9,62397,59964,61293.6
1635724800,61293.9,62440.6,59381.2,60897.5
1635811200,60898,64281.4,60635,63221.9
1635897600,63221.9,63506.8,60400,62894
1635984000,62893.9,63086.9,60700,61401.9
1636070400,61401.9,62604,60730,60947.9
1636156800,60947.7,61555,60050,61467.1
1636243200,61467.1,63277.2,61326.7,63264.8
1636329600,63267.9,67795.7,63267.9,67509.5
1636416000,67509.4,68500.1,66171.6,66941.7
1636502400,66943,69028,62540,64892.2
1636588800,64892.2,65589.9,64109.1,64769.2
1636675200,64770.9,65472.7,62263.9,64134.1
1636761600,64134.1,64963.5,63369.3,64370.6
1636848000,64370.6,65511.1,63569.8,65505.2
1636934400,65505.1,66361,63368,63611.8
1637020800,63610.4,63613.5,58557.5,60060.8
1637107200,60060.8,60822.7,58358.6,60345
1637193600,60345,60951.2,56473.3,56877.7
1637280000,56877.8,58331,55600,58048.5
1637366400,58049.2,59850,57355,59707.4
1637452800,59707.4,60039,58500.1,58595.3
1637539200,58595.6,59497.9,55630,56245.1
1637625600,56245,57858.9,55320,57540.2
1637712000,57540.2,57722.3,55868,57136.9
1637798400,57136.9,59400,57000,58952.4
1637884800,58956.3,59154.9,53500,53723.3
1637971200,53720.3,55288,53600,54714.7
1638057600,54713.6,57443.9,53235.6,57275.5
1638144000,57275.5,58882.3,56664.5,57777.4
1638230400,57777.4,59200,55877.1,56928.1
1638316800,56937.8,59038.7,56450,57187.5
1638403200,57187.5,57372.8,55752.5,56484.6
1638489600,56484.7,57600,51367,53630.4
1638576000,53611.6,53855,40589,49166.5
1638662400,49166.5,49691.2,47726,49398.1
1638748800,49398.5,50900,47120.3,50442.4
1638835200,50442.4,51930.7,50026.6,50582.3
1638921600,50582.3,51203.6,48600,50467.3
1639008000,50472.2,50800,47317,47548.6
1639094400,47545.1,50100,46852.7,47135.7
1639180800,47131.6,49485,46714.6,49391.6
1639267200,49392,50774.9,48650,50055.1
1639353600,50055.1,50210.1,45714.5,46695.8
1639440000,46695.8,48665.4,46285,48355.2
1639526400,48350.8,49540,46539.9,48873.4
1639612800,48873.4,49435.1,47512,47624.6
1639699200,47624.7,48001,45425.6,46146.3
1639785600,46146.4,47350,45500.1,46825.3
1639872000,46825.3,48280,46410,46678.5
1639958400,46678.5,47525.7,45562.7,46898.1
1640044800,46898.1,49322,46655.6,48891.4
1640131200,48891.5,49564,48421.1,48582.3
1640217600,48582.2,51369.3,48011.5,50836.6
1640304000,50836.6,51821,50401.5,50806.2
1640390400,50811,51139.9,50180,50405.9
1640476800,50405.9,51279.7,49449.8,50771.5
1640563200,50771.5,52072.2,50446.5,50715.7
1640649600,50715.6,50715.6,47289.6,47543.8
1640736000,47543.8,48139.5,46039.5,46466.4
1640822400,46466.4,47906.9,45932.2,47122.4
1640908800,47122.5,48563.6,45668.7,46216.4
1640995200,46216.4,47936.7,46210.4,47728.6
1641081600,47728.6,47990,46656.1,47291.8
1641168000,47291.7,47577,45700,46443.4
1641254400,46443.4,47529,45555,45833
1641340800,45833,47052.4,42500,43456.8
1641427200,43456.2,43817.3,42420,43086.1
1641513600,43086.1,43149.3,40600,41561.4
1641600000,41561.5,42319.7,40501,41680.5
1641686400,41680.7,42791.3,41214.9,41877.6
1641772800,41877.6,42262.6,39651,41816.3
1641859200,41816.4,43101.5,41257.1,42734.6
1641945600,42734.5,44330.1,42456.1,43916.9
1642032000,43917,44421,42311,42569.6
1642118400,42569.6,43459.9,41713,43067.3
1642204800,43067.3,43800.9,42564.1,43074
1642291200,43074.1,43477,42600,43072.6
1642377600,43072.6,43176.9,41500,42202.2
1642464000,42202.1,42675.2,41279,42349.2
1642550400,42349.3,42559.4,41140,41666
1642636800,41665.9,43498.3,40563.2,40686
1642723200,40680.9,41103.4,35420,36454.9
1642809600,36454.8,36828,34011.4,35064.3
1642896000,35064.9,36663,34600.8,36253.6
1642982400,36253.7,37557.3,32918.7,36675.4
1643068800,36669.3,37549,35703.8,36956.9
1643155200,36958.1,38936,36217.9,36811.8
1643241600,36816.3,37259,35515.8,37166.8
1643328000,37166.8,38006,36162,37715.6
1643414400,37715.6,38723.1,37305,38179.6
1643500800,38179.7,38366,37350,37884.9
1643587200,37882.5,38739,36626.7,38467.3
1643673600,38467.4,39286,38021.2,38693.4
1643760000,38693.3,38860,36576,36883.9
1643846400,36889.7,37381.9,36249.1,37320.9
1643932800,37320.9,41756.4,37032,41579.7
1644019200,41579.6,41920,40800,41386.8
1644105600,41386.8,42655,41117.9,42394.8
1644192000,42394.8,44500,41649.9,43845.7
1644278400,43843.4,45500,42668.3,44042.7
1644364800,44045.7,44801.8,43122,44374.8
1644451200,44374.8,45831.9,43165.3,43495.4
1644537600,43495.4,43964.9,41952,42370.1
1644624000,42370.1,43033,41725.3,42222.4
1644710400,42222.4,42767.7,41869.1,42056.4
1644796800,42056.3,42861.8,41525.7,42534.3
1644883200,42535,44800.8,42425.3,44563.5
1644969600,44563.6,44565.3,43320,43868.5
1645056000,43866.6,44169.3,40058.8,40507.2
1645142400,40507.2,40959.6,39450,39976.5
1645228800,39976.6,40454,39632,40086.7
1645315200,40086.7,40125.2,37979.3,38380
1645401600,38380,39500,36800,37025.7
1645488000,37020.5,38448.4,36333.1,38229.6
1645574400,38229.6,39285.2,37046.8,37248.1
1645660800,37248.2,39823.3,34325,38320.9
1645747200,38320.9,39695,38015,39219.6
1645833600,39219.6,40300,38560.3,39119.1
1645920000,39117.3,39864,36977.4,37706.7
1646006400,37706.7,44210.4,37446.5,43179.8
1646092800,43174.8,44966,42796.9,44428.2
1646179200,44428.2,45367.5,43332.8,43896.9
1646265600,43896.8,44088,41832,42456.3
1646352000,42456.2,42533.3,38550.1,39143.6
1646438400,39143.6,39612.4,38552.9,39397
1646524800,39397,39690.4,38082.5,38419.2
1646611200,38419.2,39537.8,37162,37994.5
1646697600,37990.3,39361.2,37870,38736.6
1646784000,38736.7,42581.2,38651.1,41948.2
1646870400,41944.2,42036.7,38524.5,39421
1646956800,39421.1,40257.2,38220.7,38725.9
1647043200,38726.1,39464,38661.2,38803.9
1647129600,38803.9,39301,37580,37775.6
1647216000,37773.6,39912,37555.1,39677.8
1647302400,39674.1,39878,38118,39281.3
1647388800,39281.4,41725.7,38825,41123.7
1647475200,41123.8,41480.9,40500.1,40924
1647561600,40924,42333,40146,41757.6
1647648000,41758.4,42386.2,41510.7,42206.7
1647734400,42205,42287,40910.9,41257.8
1647820800,41261.3,41540.5,40488,41005.2
1647907200,41005.3,43343,40877.6,42358.1
1647993600,42358.1,43012,41757.4,42879.8
1648080000,42879.8,44217.8,42600,43997.4
1648166400,43997.5,45100,43572,44315.7
1648252800,44315.7,44807.3,44070.9,44517.1
1648339200,44517.1,46953.2,44425.3,46836.9
1648425600,46836.9,48195.2,46657,47124.2
1648512000,47124.2,48107.3,46944,47432.7
1648598400,47432.7,47695.7,46512.4,47469
